punt_global,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_educacionmadre,fami_educacionpadre,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,cole_naturaleza,cole_area_ubicacion,desempeno_global
262,M,Estrato 2,Si,Técnica o tecnológica completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
286,M,Sin Estrato,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
199,F,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
337,M,Estrato 5,Si,Educación profesional completa,No sabe,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
367,M,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
320,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
370,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
213,M,Estrato 1,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,TURBO,5837,NO OFICIAL,URBANA,Bajo
225,F,Estrato 1,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
174,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
350,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
263,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
260,F,Estrato 1,Si,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
211,F,Estrato 1,No,No sabe,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
183,M,Estrato 3,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
360,F,Estrato 5,Si,Educación profesional completa,No Aplica,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
192,M,Estrato 3,Si,No Aplica,No Aplica,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
199,M,Estrato 3,Si,Educación profesional completa,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
225,F,Estrato 1,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
240,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
182,F,Estrato 4,Si,No sabe,Primaria incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Bajo
242,M,Estrato 3,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
250,M,Estrato 4,Si,No sabe,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
301,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
202,M,Estrato 1,No,Primaria incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
282,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Medio
227,M,Estrato 4,Si,Educación profesional completa,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
336,M,Estrato 5,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
220,F,Estrato 3,Si,Educación profesional completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
294,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
336,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
231,M,Estrato 1,Si,Primaria completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,OFICIAL,URBANA,Medio
314,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
359,M,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
378,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
375,F,Estrato 6,Si,Técnica o tecnológica completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
375,M,Estrato 6,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
311,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
335,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
140,F,Estrato 4,Si,Ninguno,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
175,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
190,M,Estrato 3,No,Primaria completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
387,F,Estrato 6,Si,Educación profesional completa,Postgrado,RETIRO,5607,NO OFICIAL,RURAL,Alto
345,M,Sin Estrato,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
280,M,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
246,F,Estrato 3,Si,Educación profesional completa,Educación profesional completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
329,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
366,F,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
197,M,Estrato 1,No,Ninguno,Primaria incompleta,SAN CARLOS,5649,OFICIAL,RURAL,Bajo
187,M,Estrato 1,Si,Secundaria (Bachillerato) completa,Ninguno,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
155,F,Estrato 4,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
238,F,Estrato 4,Si,Educación profesional completa,Ninguno,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
191,F,Estrato 2,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
230,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
396,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
225,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
270,M,Estrato 5,Si,Educación profesional completa,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
182,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,URBANA,Bajo
173,F,Estrato 1,No,Primaria incompleta,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
411,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
187,F,Estrato 3,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
349,M,Estrato 6,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
333,M,Estrato 6,Si,Educación profesional completa,Educación profesional incompleta,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
340,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
213,F,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
215,M,Estrato 3,No,Primaria incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
267,M,Estrato 6,Si,Secundaria (Bachillerato) completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
286,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
157,F,Estrato 1,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
363,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
317,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
380,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
248,M,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
345,M,Estrato 5,Si,Postgrado,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
213,M,Estrato 1,Si,Técnica o tecnológica completa,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
195,F,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
305,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
300,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
254,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
252,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
327,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
395,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
302,M,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
158,M,Estrato 4,Si,Ninguno,Ninguno,EL BAGRE,5250,NO OFICIAL,URBANA,Bajo
341,M,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Alto
317,F,Estrato 5,Si,Educación profesional incompleta,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
236,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
382,M,Estrato 5,Si,Postgrado,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
363,M,Estrato 6,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
163,M,Estrato 4,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
255,F,Estrato 2,Si,Primaria incompleta,Primaria incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Medio
160,F,Estrato 2,Si,Ninguno,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
304,M,Estrato 6,Si,No sabe,No sabe,RETIRO,5607,NO OFICIAL,RURAL,Medio
188,F,Estrato 2,No,Primaria incompleta,Primaria incompleta,FREDONIA,5282,OFICIAL,URBANA,Bajo
408,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
242,M,Estrato 4,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
350,M,Estrato 3,Si,Educación profesional completa,Técnica o tecnológica incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
376,M,Estrato 4,Si,Técnica o tecnológica completa,No sabe,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
271,F,Estrato 3,No,Primaria incompleta,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
258,M,Estrato 6,Si,Educación profesional completa,No Aplica,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
273,F,Estrato 6,Si,Técnica o tecnológica incompleta,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
373,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
334,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
328,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
321,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
213,F,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
184,F,Estrato 1,Si,Primaria incompleta,Ninguno,SAN CARLOS,5649,OFICIAL,RURAL,Bajo
320,M,Estrato 5,Si,Técnica o tecnológica completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
296,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
375,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
280,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
341,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
306,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
225,M,Estrato 1,Si,Primaria incompleta,Técnica o tecnológica incompleta,TURBO,5837,NO OFICIAL,URBANA,Medio
168,F,Estrato 1,No,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
283,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
208,M,Estrato 2,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
347,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
346,M,Estrato 5,Si,Educación profesional incompleta,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
365,F,Estrato 6,Si,Educación profesional completa,Postgrado,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
378,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Alto
231,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
196,M,Estrato 1,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
208,M,Estrato 1,Si,Primaria completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
188,M,Estrato 1,Si,Secundaria (Bachillerato) completa,Postgrado,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
294,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
348,M,Estrato 4,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
202,F,Estrato 1,No,Primaria completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
338,M,Estrato 6,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
284,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
209,F,Estrato 1,Si,Secundaria (Bachillerato) incompleta,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
323,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
387,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
235,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
268,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
339,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
246,F,Estrato 2,Si,Primaria incompleta,Primaria incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Medio
374,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
356,F,Estrato 6,Si,Postgrado,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
277,M,Estrato 4,Si,No sabe,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
279,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
390,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
305,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
317,M,Estrato 6,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
208,F,Estrato 1,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
240,M,Estrato 2,Si,No sabe,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
221,M,Estrato 3,No,Secundaria (Bachillerato) completa,Primaria incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
235,M,Estrato 5,Si,No sabe,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
306,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
298,F,Estrato 6,Si,Postgrado,Educación profesional incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
172,M,Estrato 1,Si,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,EL BAGRE,5250,NO OFICIAL,URBANA,Bajo
345,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
230,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
162,M,Estrato 2,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
221,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
210,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
345,M,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
349,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
242,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
329,F,Estrato 4,Si,Educación profesional completa,Postgrado,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
343,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
277,M,Estrato 6,Si,No sabe,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
237,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
308,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
154,F,Estrato 1,No,Primaria incompleta,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
266,M,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
295,M,Estrato 5,Si,Educación profesional incompleta,Educación profesional incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
225,M,Estrato 2,No,Técnica o tecnológica incompleta,Técnica o tecnológica completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
397,M,Estrato 4,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,SABANETA,5631,NO OFICIAL,URBANA,Alto
300,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
310,F,Estrato 3,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
179,F,Estrato 1,Si,Ninguno,Ninguno,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
329,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
374,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
316,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
198,F,Sin Estrato,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
379,M,Estrato 4,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
197,M,Estrato 4,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
193,F,Estrato 1,No,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
281,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
247,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
296,M,Estrato 3,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Medio
357,F,Estrato 6,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
295,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
407,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
281,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
343,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
178,M,Estrato 1,No,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,EL BAGRE,5250,NO OFICIAL,URBANA,Bajo
310,F,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,RETIRO,5607,NO OFICIAL,RURAL,Medio
188,M,Estrato 1,No,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,TURBO,5837,NO OFICIAL,URBANA,Bajo
243,M,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
215,M,Estrato 1,Si,Primaria incompleta,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
255,F,Estrato 5,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
338,M,Estrato 6,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
239,F,Estrato 2,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
323,F,Estrato 5,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
351,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
346,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
330,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
199,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Primaria incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Bajo
338,F,Estrato 5,Si,Técnica o tecnológica completa,Postgrado,RETIRO,5607,NO OFICIAL,RURAL,Alto
329,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
316,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
157,M,Estrato 5,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
331,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
265,F,Estrato 3,No,Primaria completa,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
202,M,Estrato 4,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
293,F,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
180,F,Estrato 1,Si,Secundaria (Bachillerato) completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
217,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
327,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
192,F,Estrato 1,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
223,M,Estrato 3,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
196,F,Estrato 1,No,Primaria incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
366,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
380,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
279,M,Estrato 3,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
335,M,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
